host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
128414475,Brooklyn,Williamsburg,40.70728,-73.92989,Private room,79,1,11,0.42,3,0
60981198,Brooklyn,Bedford-Stuyvesant,40.6911,-73.93691,Private room,75,4,8,0.32,3,0
128417181,Manhattan,Financial District,40.70766,-74.00153,Private room,205,2,41,1.56,1,308
5828830,Queens,Jamaica,40.67365,-73.76502,Private room,50,7,11,0.44,2,0
90846964,Manhattan,Upper West Side,40.79264,-73.97481,Entire home/apt,99,1,7,0.26,1,0
31658624,Brooklyn,Crown Heights,40.66998,-73.9396,Private room,44,3,104,4.0,2,0
123953239,Brooklyn,Williamsburg,40.71058,-73.96402,Entire home/apt,260,2,34,1.31,2,330
75279920,Manhattan,Harlem,40.80833,-73.95101,Entire home/apt,275,3,89,3.41,1,96
38604449,Queens,Woodside,40.75558,-73.90534,Private room,45,2,30,1.23,2,242
1635983,Bronx,Schuylerville,40.83018,-73.83413,Private room,42,4,22,1.18,3,147
18280205,Brooklyn,Williamsburg,40.71463,-73.95501,Entire home/apt,200,2,32,1.25,1,8
112081278,Manhattan,Upper East Side,40.7802,-73.94652,Entire home/apt,79,4,5,0.19,1,128
128517263,Brooklyn,Bushwick,40.69945,-73.93667,Private room,70,10,4,0.17,3,44
128210772,Manhattan,West Village,40.73096,-74.00406,Private room,100,4,1,0.04,1,0
550009,Brooklyn,Greenpoint,40.72215,-73.94203,Entire home/apt,137,4,0,0.0,1,0
371654,Manhattan,Morningside Heights,40.80264,-73.95921,Private room,175,5,2,0.08,1,0
8821726,Brooklyn,Flatbush,40.64909,-73.9648,Private room,40,2,12,0.47,1,0
19355895,Brooklyn,Williamsburg,40.71625,-73.96407,Entire home/apt,300,4,11,0.44,1,94
7797101,Brooklyn,Park Slope,40.66832,-73.97662,Entire home/apt,180,2,67,2.88,1,289
106454216,Brooklyn,Bushwick,40.68827,-73.91815,Entire home/apt,180,2,54,2.15,2,308
128424841,Brooklyn,Bushwick,40.69364,-73.91499,Entire home/apt,149,1,30,1.13,1,284
57060982,Brooklyn,Bedford-Stuyvesant,40.68473,-73.94799,Private room,58,1,17,0.65,1,0
49562545,Brooklyn,Williamsburg,40.70999,-73.94807,Entire home/apt,235,1,57,7.04,2,228
75360607,Queens,Sunnyside,40.74215,-73.92633,Entire home/apt,199,5,91,3.48,2,57
2266961,Queens,Ridgewood,40.69942,-73.90968,Entire home/apt,120,3,3,0.12,1,0
21250331,Queens,Bayside,40.75444,-73.76938,Private room,38,1,86,4.19,3,346
3063938,Brooklyn,Bedford-Stuyvesant,40.68952,-73.94519,Entire home/apt,100,6,18,0.69,1,0
4914270,Manhattan,West Village,40.73107,-74.00163,Entire home/apt,175,4,1,0.04,1,0
386263,Brooklyn,Crown Heights,40.6764,-73.95497,Entire home/apt,171,3,61,2.59,2,267
7130003,Manhattan,East Village,40.72205,-73.98389,Private room,169,4,29,1.14,2,220
95341869,Brooklyn,Bedford-Stuyvesant,40.69502,-73.93984,Private room,60,2,47,1.81,1,77
27266433,Manhattan,Hell's Kitchen,40.75607,-73.99707,Private room,94,2,4,0.15,1,0
12627412,Brooklyn,Sheepshead Bay,40.60402,-73.95257,Entire home/apt,88,4,1,0.04,1,0
127501584,Bronx,Hunts Point,40.81406,-73.88997,Private room,65,4,36,1.36,1,365
3137526,Manhattan,Greenwich Village,40.72843,-73.99825,Entire home/apt,134,7,0,0.0,2,0
12831071,Manhattan,Greenwich Village,40.7331,-73.99923,Private room,90,5,69,2.62,1,137
7445657,Brooklyn,Williamsburg,40.70565,-73.94791,Entire home/apt,140,3,7,0.27,1,0
7810471,Manhattan,Upper West Side,40.77404,-73.99076,Entire home/apt,198,2,2,0.08,1,0
128768798,Queens,Ditmars Steinway,40.77949,-73.91015,Private room,78,2,69,2.65,1,166
4075128,Manhattan,Murray Hill,40.74822,-73.97966,Private room,65,2,2,0.08,1,0
128785279,Bronx,Pelham Gardens,40.85878,-73.83402,Entire home/apt,199,2,81,3.17,1,286
128787072,Manhattan,Lower East Side,40.71873,-73.9891,Private room,99,2,10,0.38,1,0
128785861,Brooklyn,Williamsburg,40.71435,-73.95508,Private room,70,1,13,0.49,2,0
115932140,Brooklyn,Bedford-Stuyvesant,40.68795,-73.95278,Private room,75,2,1,0.04,1,0
7740184,Brooklyn,Crown Heights,40.67653,-73.95793,Private room,75,1,13,0.51,1,0
9727058,Manhattan,Harlem,40.80389,-73.95178,Entire home/apt,199,3,17,0.65,1,280
1260642,Manhattan,Harlem,40.80094,-73.95219,Private room,70,3,65,2.47,1,0
8146232,Brooklyn,Clinton Hill,40.69229,-73.96504,Entire home/apt,120,1,3,0.12,1,0
128860627,Manhattan,Upper West Side,40.77557,-73.98099,Shared room,65,3,68,2.6,1,138
39829442,Manhattan,SoHo,40.72565,-74.00161,Entire home/apt,295,2,4,0.16,1,0
24791132,Brooklyn,Prospect Heights,40.67693,-73.96517,Entire home/apt,135,3,3,0.48,1,0
50916440,Manhattan,Hell's Kitchen,40.7652,-73.99197,Private room,67,7,0,0.0,1,0
128414475,Brooklyn,Williamsburg,40.70556,-73.92892,Private room,70,2,10,0.38,3,0
7157099,Brooklyn,Prospect-Lefferts Gardens,40.65663,-73.96142,Private room,60,3,3,0.13,3,21
52403444,Brooklyn,Bedford-Stuyvesant,40.6882,-73.94678,Entire home/apt,109,1,148,5.59,3,20
88207924,Manhattan,Inwood,40.86835,-73.91958,Entire home/apt,50,4,4,0.15,1,0
128899126,Queens,Astoria,40.76132,-73.92477,Entire home/apt,99,2,68,2.69,1,0
11334992,Manhattan,Hell's Kitchen,40.76059,-73.98865,Shared room,105,1,1,0.04,1,0
17486785,Brooklyn,Bedford-Stuyvesant,40.68212,-73.9486,Private room,45,2,0,0.0,1,0
54548000,Brooklyn,Bedford-Stuyvesant,40.67779,-73.9229,Private room,70,1,54,2.15,2,197
9285643,Brooklyn,Williamsburg,40.71988,-73.96294,Entire home/apt,150,5,0,0.0,1,0
4677247,Manhattan,Upper East Side,40.77973,-73.95039,Entire home/apt,150,2,17,0.71,1,338
35741929,Brooklyn,Crown Heights,40.67101,-73.94543,Private room,70,2,52,1.99,2,0
89331516,Brooklyn,Williamsburg,40.71779,-73.95978,Entire home/apt,79,2,0,0.0,3,0
35998113,Brooklyn,Bedford-Stuyvesant,40.68188,-73.91071,Private room,70,3,26,1.32,3,0
6726364,Manhattan,Upper West Side,40.80062,-73.96169,Private room,150,6,5,0.21,2,0
23667219,Brooklyn,Bushwick,40.69563,-73.93206,Private room,47,4,1,0.04,2,0
38236150,Brooklyn,Bedford-Stuyvesant,40.69608,-73.9432,Private room,45,1,4,0.15,1,0
11389260,Manhattan,Chelsea,40.7381,-73.9976,Entire home/apt,200,2,3,0.12,1,0
52403444,Brooklyn,Bedford-Stuyvesant,40.68914,-73.94556,Entire home/apt,109,1,146,5.57,3,21
22059655,Manhattan,Washington Heights,40.83847,-73.94211,Private room,80,1,93,3.59,1,311
129032819,Manhattan,Harlem,40.82761,-73.9375,Private room,100,1,4,0.15,1,365
21866971,Manhattan,Chelsea,40.7453,-74.00002,Entire home/apt,180,3,24,1.12,1,14
61673952,Brooklyn,East Flatbush,40.63693,-73.92242,Entire home/apt,105,2,108,4.18,1,320
11380126,Brooklyn,Bushwick,40.69083,-73.9241,Private room,45,1,2,0.08,1,0
89331516,Brooklyn,Williamsburg,40.71644,-73.95888,Private room,79,4,0,0.0,3,0
129062212,Manhattan,Hell's Kitchen,40.75898,-73.99035,Entire home/apt,90,7,18,0.7,1,242
97543375,Brooklyn,Williamsburg,40.71529,-73.93972,Private room,215,2,4,0.15,2,341
23356363,Manhattan,Lower East Side,40.71947,-73.98638,Entire home/apt,200,2,24,0.91,1,6
278576,Brooklyn,Prospect-Lefferts Gardens,40.65746,-73.95221,Private room,90,3,46,1.91,2,197
12827876,Brooklyn,Canarsie,40.64493,-73.90897,Private room,33,2,1,0.04,1,0
24338366,Manhattan,Inwood,40.86057,-73.92907,Entire home/apt,100,1,9,0.37,1,0
5212097,Manhattan,East Village,40.72237,-73.98148,Private room,275,2,8,0.31,2,0
159936,Brooklyn,Bushwick,40.69337,-73.91142,Private room,45,1,2,0.08,1,0
29134684,Brooklyn,Greenpoint,40.72686,-73.95246,Entire home/apt,199,6,2,0.08,1,0
118880596,Brooklyn,Columbia St,40.68455,-74.00188,Entire home/apt,150,4,13,0.56,1,6
14376724,Brooklyn,Williamsburg,40.70793,-73.93902,Private room,55,5,0,0.0,1,0
6423838,Brooklyn,East Flatbush,40.65229,-73.94539,Private room,150,2,1,0.1,1,83
101258676,Brooklyn,Kensington,40.63255,-73.97324,Private room,48,1,116,4.47,1,343
3258630,Brooklyn,Williamsburg,40.71681,-73.94556,Private room,80,1,6,0.24,1,0
112118235,Brooklyn,Flatbush,40.65255,-73.9568,Private room,60,3,0,0.0,1,0
118124127,Brooklyn,Downtown Brooklyn,40.69156,-73.98686,Entire home/apt,179,2,5,0.19,1,14
75567007,Brooklyn,Park Slope,40.67697,-73.98239,Entire home/apt,153,2,2,0.08,1,0
32052979,Manhattan,Kips Bay,40.73863,-73.98186,Private room,76,1,0,0.0,1,0
129273512,Brooklyn,Gowanus,40.6697,-73.99357,Private room,145,1,80,3.1,3,282
1637060,Brooklyn,Bushwick,40.6948,-73.92253,Private room,75,2,80,3.11,1,3
16140828,Manhattan,Morningside Heights,40.80864,-73.95913,Private room,65,4,0,0.0,1,0
23297219,Brooklyn,Williamsburg,40.71964,-73.96421,Entire home/apt,199,4,7,0.28,2,65
14444,Brooklyn,Bedford-Stuyvesant,40.69321,-73.95599,Entire home/apt,150,4,0,0.0,2,0
13730809,Brooklyn,Brownsville,40.66088,-73.90012,Private room,60,6,26,1.0,3,90
90289877,Queens,Flushing,40.74218,-73.82833,Private room,36,2,98,3.8,1,31
7318926,Manhattan,East Village,40.72208,-73.98071,Entire home/apt,210,3,5,0.19,1,0
1635983,Bronx,Schuylerville,40.83159,-73.83375,Private room,40,4,35,1.36,3,171
41467596,Brooklyn,Crown Heights,40.66482,-73.93619,Private room,140,1,1,0.04,1,0
23867523,Manhattan,Theater District,40.76207,-73.9858,Private room,120,1,8,2.09,1,5
1038989,Brooklyn,Williamsburg,40.70904,-73.9398,Private room,95,3,69,2.63,2,56
52816291,Brooklyn,Bedford-Stuyvesant,40.69121,-73.95121,Entire home/apt,90,3,5,0.27,1,1
22204359,Manhattan,West Village,40.73369,-74.00534,Entire home/apt,199,4,24,0.95,1,35
129317761,Manhattan,East Harlem,40.78886,-73.94324,Private room,70,1,11,0.42,1,0
89331516,Brooklyn,Williamsburg,40.71591,-73.96039,Entire home/apt,169,5,1,0.04,3,0
129159456,Brooklyn,Bushwick,40.69055,-73.91599,Private room,30,1,0,0.0,1,0
1599261,Brooklyn,Williamsburg,40.70844,-73.96693,Entire home/apt,140,3,19,0.73,1,218
129333453,Manhattan,Lower East Side,40.72037,-73.98701,Entire home/apt,110,3,19,0.73,1,34
97794385,Queens,Jamaica,40.68555,-73.79416,Private room,30,1,15,0.67,2,90
50605761,Brooklyn,Fort Greene,40.68647,-73.97531,Entire home/apt,130,5,1,0.05,1,2
129396046,Brooklyn,East New York,40.66547,-73.88944,Entire home/apt,99,2,145,5.84,1,356
129179250,Manhattan,Upper West Side,40.77229,-73.97944,Entire home/apt,200,4,10,0.43,1,68
27789935,Manhattan,Upper East Side,40.77568,-73.95405,Entire home/apt,170,1,20,0.77,1,0
4401058,Brooklyn,Kensington,40.64354,-73.97967,Private room,110,1,0,0.0,1,0
83141510,Brooklyn,Bushwick,40.70382,-73.91746,Entire home/apt,100,1,0,0.0,1,0
49197104,Manhattan,East Village,40.73159,-73.98447,Entire home/apt,133,3,5,0.19,1,0
32772382,Manhattan,Washington Heights,40.85865,-73.93559,Private room,75,2,13,0.55,1,0
14505375,Brooklyn,Carroll Gardens,40.68057,-73.99395,Entire home/apt,125,2,69,2.66,1,275
2420586,Brooklyn,Brooklyn Heights,40.69284,-73.99633,Entire home/apt,325,2,12,0.46,1,39
21402517,Brooklyn,Bedford-Stuyvesant,40.69418,-73.94447,Private room,50,2,19,0.76,1,4
55814053,Manhattan,Upper East Side,40.7672,-73.95495,Entire home/apt,120,1,89,3.43,1,9
87680800,Manhattan,Morningside Heights,40.81368,-73.95919,Private room,50,1,0,0.0,1,0
31658624,Brooklyn,Crown Heights,40.66954,-73.93975,Private room,45,3,8,0.31,2,0
129497806,Brooklyn,East Flatbush,40.65064,-73.95045,Entire home/apt,94,2,73,3.09,1,66
45934567,Brooklyn,Williamsburg,40.71227,-73.96233,Private room,60,5,2,0.08,1,0
28290772,Queens,Astoria,40.76682,-73.90807,Private room,63,2,27,1.03,2,338
25318403,Brooklyn,Williamsburg,40.71353,-73.9578,Entire home/apt,175,3,9,0.4,3,11
48157058,Brooklyn,Crown Heights,40.67541,-73.93253,Private room,26,7,0,0.0,1,59
33786241,Manhattan,Upper East Side,40.77481,-73.95641,Entire home/apt,123,3,32,1.22,1,4
7041731,Brooklyn,Bedford-Stuyvesant,40.69205,-73.95803,Entire home/apt,185,3,1,0.04,1,0
128531725,Manhattan,Morningside Heights,40.80387,-73.95853,Private room,55,3,103,3.93,2,18
46501846,Manhattan,East Village,40.7241,-73.98959,Entire home/apt,133,7,9,0.35,1,0
128531725,Manhattan,Harlem,40.8042,-73.95669,Private room,75,2,41,1.57,2,1
97032243,Brooklyn,Crown Heights,40.67571,-73.94916,Private room,40,1,0,0.0,1,0
44838931,Queens,Astoria,40.76843,-73.93257,Private room,90,3,17,0.65,2,334
44838931,Queens,Astoria,40.76848,-73.93213,Private room,62,3,27,1.03,2,154
126470577,Manhattan,Gramercy,40.7358,-73.9889,Entire home/apt,287,1,68,2.67,1,324
21854022,Manhattan,Harlem,40.8225,-73.94493,Entire home/apt,200,1,78,3.0,1,84
35881969,Brooklyn,Williamsburg,40.70545,-73.94714,Private room,58,1,96,3.82,2,79
7147164,Brooklyn,Williamsburg,40.7137,-73.95711,Entire home/apt,325,3,32,1.25,1,33
36522433,Brooklyn,Downtown Brooklyn,40.69459,-73.98261,Entire home/apt,130,5,2,0.08,1,0
72377141,Manhattan,Upper West Side,40.79939,-73.96752,Private room,70,7,1,0.04,3,0
68017798,Brooklyn,Bushwick,40.69804,-73.9182,Private room,44,2,0,0.0,1,0
23722638,Brooklyn,Gowanus,40.68432,-73.98867,Private room,85,1,0,0.0,2,0
110031106,Manhattan,Financial District,40.70586,-74.00875,Private room,85,1,3,0.12,1,0
19512029,Brooklyn,Midwood,40.61143,-73.9543,Private room,52,2,12,0.46,1,0
90824676,Manhattan,East Village,40.72288,-73.98342,Private room,60,1,3,0.12,1,0
13524368,Brooklyn,Windsor Terrace,40.65766,-73.97614,Entire home/apt,275,3,8,0.32,1,0
15578480,Manhattan,Harlem,40.81271,-73.94055,Private room,75,2,21,0.81,1,0
30348931,Brooklyn,Bedford-Stuyvesant,40.68626,-73.95918,Entire home/apt,125,1,0,0.0,1,0
129723592,Brooklyn,Crown Heights,40.67404,-73.95616,Private room,50,7,0,0.0,1,0
125557444,Queens,Jamaica,40.6705,-73.77787,Entire home/apt,80,1,22,0.85,2,305
129733507,Brooklyn,Bedford-Stuyvesant,40.68391,-73.95783,Entire home/apt,200,3,4,0.17,1,250
71224013,Brooklyn,Bushwick,40.69445,-73.91161,Private room,70,1,22,0.85,1,331
127731553,Manhattan,Harlem,40.83168,-73.94743,Private room,52,7,0,0.0,1,0
119170289,Brooklyn,Bushwick,40.69517,-73.92541,Entire home/apt,150,2,15,0.59,2,0
14046877,Brooklyn,Bedford-Stuyvesant,40.69087,-73.946,Private room,63,3,0,0.0,1,0
23149564,Brooklyn,Bushwick,40.69694,-73.91269,Entire home/apt,100,7,0,0.0,1,0
119952908,Queens,Long Island City,40.75172,-73.9379,Private room,69,1,3,0.12,1,0
6356476,Brooklyn,Bedford-Stuyvesant,40.68988,-73.94137,Entire home/apt,116,2,0,0.0,1,0
129743937,Queens,East Elmhurst,40.75885,-73.86959,Private room,44,1,141,10.19,2,47
64780571,Manhattan,Washington Heights,40.84773,-73.93251,Private room,60,3,2,0.08,1,0
7193271,Manhattan,Hell's Kitchen,40.75405,-73.99377,Private room,180,1,7,0.27,1,0
129794391,Manhattan,East Village,40.72349,-73.9841,Entire home/apt,95,3,2,0.08,1,0
12033348,Manhattan,Upper West Side,40.79978,-73.96797,Private room,70,7,5,0.19,1,0
18408365,Manhattan,Kips Bay,40.74518,-73.97929,Entire home/apt,275,3,0,0.0,1,0
18838868,Manhattan,Midtown,40.74452,-73.98163,Entire home/apt,195,3,14,0.58,1,0
129812563,Brooklyn,Bushwick,40.69416,-73.90816,Private room,45,7,11,0.42,1,0
64177548,Manhattan,Hell's Kitchen,40.76,-73.98915,Private room,135,3,65,2.92,1,25
71515912,Manhattan,Morningside Heights,40.80546,-73.96547,Entire home/apt,145,7,2,0.08,1,0
10477693,Manhattan,Financial District,40.70738,-74.01281,Entire home/apt,160,2,0,0.0,1,0
13608839,Brooklyn,Bedford-Stuyvesant,40.69471,-73.94225,Entire home/apt,98,2,0,0.0,1,0
11881734,Brooklyn,Prospect-Lefferts Gardens,40.65475,-73.96186,Private room,80,1,24,0.92,1,0
129890157,Bronx,Baychester,40.87192,-73.84676,Private room,60,1,0,0.0,2,0
12540615,Manhattan,East Village,40.72415,-73.98411,Entire home/apt,128,1,13,0.5,1,0
63026371,Manhattan,Upper West Side,40.8012,-73.96693,Shared room,55,2,0,0.0,1,0
129161153,Brooklyn,East Flatbush,40.6327,-73.93922,Private room,60,1,5,0.19,1,342
59407939,Brooklyn,Bensonhurst,40.60795,-73.98955,Private room,89,1,5,0.19,1,364
24906403,Manhattan,Harlem,40.818,-73.94134,Private room,60,2,51,2.26,1,170
327033,Brooklyn,Bushwick,40.69207,-73.92331,Entire home/apt,145,3,17,0.66,2,0
127767,Brooklyn,Bedford-Stuyvesant,40.69171,-73.95374,Entire home/apt,97,4,6,0.24,1,0
127249880,Bronx,Tremont,40.84594,-73.89358,Private room,45,2,49,1.95,2,324
68852295,Manhattan,Harlem,40.8213,-73.95131,Private room,50,7,0,0.0,1,0
129927411,Manhattan,Little Italy,40.71886,-73.99746,Private room,110,1,166,6.37,2,71
30384022,Brooklyn,Williamsburg,40.7107,-73.94295,Private room,65,7,1,0.05,1,0
68472942,Brooklyn,Williamsburg,40.70943,-73.95064,Entire home/apt,175,3,3,0.28,1,364
41580455,Manhattan,Washington Heights,40.85115,-73.93703,Private room,80,4,4,0.15,1,0
128707088,Brooklyn,Downtown Brooklyn,40.70001,-73.98969,Entire home/apt,325,2,94,3.67,1,166
40225443,Manhattan,Lower East Side,40.72008,-73.98268,Private room,104,3,28,1.07,1,0
14885787,Brooklyn,Williamsburg,40.71869,-73.95358,Entire home/apt,150,2,2,0.08,1,0
130005087,Brooklyn,Crown Heights,40.67371,-73.94537,Private room,85,5,0,0.0,1,0
130013537,Brooklyn,Crown Heights,40.6746,-73.94549,Private room,45,2,19,0.73,1,0
130021104,Bronx,Williamsbridge,40.87309,-73.86326,Private room,60,1,5,0.19,1,0
1038989,Brooklyn,Williamsburg,40.7097,-73.94001,Private room,120,2,3,0.14,2,0
130035533,Brooklyn,Brooklyn Heights,40.69364,-73.99467,Entire home/apt,200,2,80,3.14,1,271
104691618,Manhattan,Hell's Kitchen,40.75725,-73.9959,Entire home/apt,180,2,36,1.4,1,2
17859338,Brooklyn,Bedford-Stuyvesant,40.68416,-73.9551,Entire home/apt,160,3,59,2.42,2,88
97018938,Brooklyn,Canarsie,40.64005,-73.90916,Private room,42,1,29,1.13,2,35
4370956,Brooklyn,Fort Greene,40.6862,-73.96973,Entire home/apt,175,3,3,0.12,1,0
130062635,Manhattan,SoHo,40.72667,-74.00179,Entire home/apt,164,2,2,0.08,1,0
16575725,Brooklyn,Fort Greene,40.69369,-73.98074,Entire home/apt,120,2,7,0.29,1,0
6646682,Brooklyn,Williamsburg,40.71232,-73.96067,Entire home/apt,88,4,6,0.24,1,1
2434499,Brooklyn,Bedford-Stuyvesant,40.69121,-73.95265,Entire home/apt,114,7,0,0.0,1,0
59117179,Manhattan,Roosevelt Island,40.76364,-73.94881,Private room,110,1,48,1.86,1,342
129942781,Queens,Rego Park,40.72446,-73.85636,Private room,60,3,46,1.77,1,48
9472223,Manhattan,Harlem,40.80393,-73.95674,Private room,55,7,0,0.0,3,0
20662116,Brooklyn,Park Slope,40.66634,-73.97806,Entire home/apt,165,4,41,1.63,1,170
66051549,Manhattan,Midtown,40.7523,-73.97287,Private room,105,4,1,0.04,1,0
52084781,Queens,Glendale,40.69252,-73.89533,Entire home/apt,150,3,22,0.93,1,292
47485343,Brooklyn,Sunset Park,40.65003,-74.00657,Entire home/apt,75,3,2,0.08,1,0
9285314,Brooklyn,Bushwick,40.69453,-73.93053,Private room,150,3,0,0.0,1,93
130185165,Bronx,Wakefield,40.88702,-73.86575,Private room,60,1,39,1.57,1,360
49360262,Queens,Woodside,40.74204,-73.90639,Private room,55,2,3,0.12,1,0
4621817,Queens,Astoria,40.75865,-73.91737,Private room,150,2,2,0.08,1,87
28648021,Brooklyn,Crown Heights,40.67615,-73.94752,Private room,41,3,1,0.04,1,0
130204296,Manhattan,Financial District,40.70817,-74.00675,Private room,115,1,5,0.19,1,0
67895564,Brooklyn,Bushwick,40.70373,-73.92848,Entire home/apt,100,3,3,0.12,1,0
10113673,Brooklyn,Williamsburg,40.71432,-73.95629,Entire home/apt,155,2,2,0.08,1,0
229109,Brooklyn,Williamsburg,40.71365,-73.94822,Private room,80,4,9,0.36,2,36
8076786,Brooklyn,Sunset Park,40.6589,-74.00018,Private room,150,2,6,0.27,3,365
53560822,Manhattan,Harlem,40.82425,-73.9552,Entire home/apt,95,2,49,1.92,1,14
30487854,Brooklyn,Williamsburg,40.71219,-73.96085,Private room,50,5,16,0.62,2,10
81066021,Brooklyn,Williamsburg,40.70608,-73.9313,Entire home/apt,158,3,2,0.08,2,324
100784323,Manhattan,Washington Heights,40.83543,-73.94372,Private room,50,2,14,0.54,1,0
112239929,Bronx,Norwood,40.87315,-73.87925,Private room,65,1,0,0.0,1,0
130307692,Manhattan,Washington Heights,40.85618,-73.93085,Private room,44,2,7,0.27,1,0
130319645,Brooklyn,Sheepshead Bay,40.60924,-73.95556,Private room,30,1,0,0.0,1,0
123355776,Brooklyn,Bushwick,40.70336,-73.92657,Entire home/apt,184,1,29,1.12,1,0
10805053,Brooklyn,Boerum Hill,40.68602,-73.98311,Entire home/apt,300,2,4,0.37,1,311
130331205,Brooklyn,Bedford-Stuyvesant,40.68692,-73.94699,Entire home/apt,99,2,7,2.08,1,68
2000711,Brooklyn,Bedford-Stuyvesant,40.68924,-73.92818,Entire home/apt,137,5,86,3.34,1,191
128086219,Queens,Rosedale,40.65219,-73.73729,Private room,49,2,61,2.36,2,65
16481892,Brooklyn,Prospect-Lefferts Gardens,40.66325,-73.94978,Entire home/apt,75,7,0,0.0,1,0
182461,Queens,Ozone Park,40.67555,-73.85653,Private room,39,2,21,0.81,2,0
7425132,Brooklyn,Kensington,40.63491,-73.96796,Entire home/apt,59,5,7,0.8,1,140
45763784,Brooklyn,Clinton Hill,40.68307,-73.96595,Entire home/apt,229,5,11,1.22,2,0
37078449,Manhattan,Harlem,40.80722,-73.95614,Entire home/apt,130,1,2,0.08,1,0
2469662,Brooklyn,Bushwick,40.70249,-73.93025,Entire home/apt,80,2,5,0.19,1,0
1485117,Brooklyn,Greenpoint,40.72186,-73.94588,Entire home/apt,125,2,8,0.31,1,0
130400901,Brooklyn,Williamsburg,40.70398,-73.93298,Entire home/apt,185,2,39,1.5,1,0
493545,Brooklyn,Crown Heights,40.67305,-73.94788,Private room,90,1,3,0.34,2,179
8010331,Manhattan,East Harlem,40.80324,-73.9352,Entire home/apt,120,2,8,0.34,1,11
6676046,Brooklyn,Greenpoint,40.72463,-73.95227,Private room,65,5,3,0.13,1,0
130452689,Brooklyn,Greenpoint,40.72357,-73.95057,Entire home/apt,225,2,2,0.09,1,34
73214623,Brooklyn,Williamsburg,40.71627,-73.93957,Private room,100,7,1,0.28,1,365
130461656,Manhattan,Harlem,40.81372,-73.95612,Entire home/apt,195,1,51,1.96,1,67
51459559,Queens,Astoria,40.75777,-73.91577,Private room,69,5,17,0.65,2,208
109106746,Manhattan,Upper West Side,40.79948,-73.96314,Private room,75,1,5,0.2,1,0
130473272,Brooklyn,Prospect Heights,40.6806,-73.97164,Entire home/apt,150,2,140,5.61,1,94
130493959,Staten Island,Port Richmond,40.63748,-74.13496,Private room,40,1,63,2.42,1,343
130496399,Manhattan,East Village,40.73193,-73.98861,Entire home/apt,200,3,0,0.0,1,0
119838600,Manhattan,Upper West Side,40.7932,-73.96385,Entire home/apt,260,3,1,0.05,1,0
101304664,Manhattan,Upper West Side,40.80225,-73.96633,Private room,60,3,4,0.15,1,16
130524170,Brooklyn,South Slope,40.66615,-73.98554,Entire home/apt,150,2,88,3.53,1,0
65744549,Manhattan,Hell's Kitchen,40.75997,-73.99923,Entire home/apt,254,1,18,0.72,1,0
103265024,Manhattan,East Village,40.72681,-73.98963,Shared room,58,1,0,0.0,1,0
169653,Manhattan,Upper West Side,40.80005,-73.9701,Entire home/apt,295,3,3,0.27,1,0
31482341,Manhattan,Inwood,40.86854,-73.9182,Private room,45,1,2,0.11,2,0
130582015,Manhattan,Washington Heights,40.85391,-73.93649,Private room,50,3,18,1.78,1,298
3409436,Brooklyn,Prospect-Lefferts Gardens,40.65704,-73.9603,Entire home/apt,80,4,2,0.08,1,0
1649108,Brooklyn,Vinegar Hill,40.70257,-73.98053,Private room,80,1,53,2.33,3,21
27582777,Manhattan,Morningside Heights,40.80371,-73.96324,Private room,70,3,16,0.7,1,0
24387853,Brooklyn,Greenpoint,40.72247,-73.95108,Private room,98,1,1,0.04,1,0
1890427,Brooklyn,Williamsburg,40.71813,-73.94502,Entire home/apt,250,2,9,0.36,1,0
41658748,Manhattan,Gramercy,40.73742,-73.98219,Entire home/apt,265,2,58,2.65,3,323
130667097,Brooklyn,Williamsburg,40.70492,-73.93341,Private room,55,1,25,0.96,2,364
2544425,Manhattan,East Village,40.73334,-73.98904,Entire home/apt,160,7,35,1.4,1,7
779551,Queens,Long Island City,40.75607,-73.93022,Private room,100,2,91,3.54,2,21
1156763,Brooklyn,Williamsburg,40.71364,-73.96447,Entire home/apt,250,3,37,2.35,1,174
130735852,Brooklyn,Carroll Gardens,40.6737,-73.99891,Private room,77,2,18,0.77,1,1
2007724,Brooklyn,Crown Heights,40.67731,-73.94616,Entire home/apt,150,5,9,0.35,1,78
130774060,Brooklyn,Williamsburg,40.70959,-73.95747,Entire home/apt,165,6,10,0.39,1,18
130774685,Brooklyn,Bedford-Stuyvesant,40.68843,-73.92536,Entire home/apt,125,3,96,3.87,1,1
95786,Manhattan,East Village,40.72791,-73.98929,Entire home/apt,150,10,5,0.24,1,0
110349355,Brooklyn,Bushwick,40.70439,-73.92619,Private room,51,3,5,0.19,1,0
33583621,Brooklyn,South Slope,40.66458,-73.98722,Private room,53,3,70,2.82,1,256
13907788,Manhattan,Greenwich Village,40.73016,-74.00137,Private room,95,1,9,0.36,1,0
55377720,Manhattan,Morningside Heights,40.81233,-73.95717,Private room,69,3,0,0.0,1,0
4099467,Manhattan,Lower East Side,40.72146,-73.98838,Entire home/apt,125,1,2,0.08,1,0
38609043,Manhattan,Greenwich Village,40.73193,-73.99931,Entire home/apt,299,2,28,1.15,1,64
12345174,Brooklyn,Williamsburg,40.71816,-73.95799,Private room,146,2,14,0.62,1,0
26738513,Brooklyn,Bushwick,40.69319,-73.91642,Private room,55,3,49,1.9,3,13
